시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,정원(수용인원),현인원,전화번호,우편번호
더시그넘하우스,G3309,(노인) 노인복지주택,노인주거복지시설,자치구,김종길,1168000000,강남구,"서울특별시 강남구 자곡로 204-25 (자곡동)204-25 (자곡동, 더시그넘하우스)",230,97,25764400,6373
실버하우스 늘봄,G4986,(노인) 노인공동생활가정,노인주거복지시설,자치구,황택,1147000000,양천구,서울특별시 양천구 목동중앙남로3길 42 (목동),9,,226538678,7959
서울꽃동네신내노인요양원,A0001,(노인) 노인요양시설,노인의료복지시설,자치구,최은숙,1126000000,중랑구,서울특별시 중랑구 신내로 194 ,234,234,02-490-2609,2052
청운노인요양원,A0003,(노인) 노인요양시설,노인의료복지시설,자치구,이종후,1111000000,종로구,서울특별시 종로구 비봉길 76 (구기동),45,45,02-3217-0057,3001
천사노인요양원,A0007,(노인) 노인요양시설,노인의료복지시설,자치구,김샛별,1150000000,강서구,서울특별시 강서구 강서로45다길 30-22,161,151,02-2602-2443,7704
서울특별시립 남부노인전문요양원,A0016,(노인) 노인요양시설,노인의료복지시설,자치구,한철수,1156000000,영등포구,경기도 군포시 고산로 589,190,188,031-390-1003,15820
노인요양센터 인영실버,A0099,(노인) 노인요양시설,노인의료복지시설,자치구,이희법,1154500000,금천구,서울특별시 금천구 금하로 596-0 ,96,84,02-804-6141,8632
동명노인복지센타,A0100,(노인) 노인요양시설,노인의료복지시설,자치구,김병한,1162000000,관악구,서울특별시 관악구 봉천로23라길 15(봉천동),90,90,02-875-2770,151829
영기노인요양원,A0131,(노인) 노인요양시설,노인의료복지시설,자치구,김원제,1135000000,노원구,서울특별시 노원구 동일로248길 30 (상계동),83,83,02-939-8111,1623
은천노인요양센터,A0343,(노인) 노인요양시설,노인의료복지시설,자치구,박애자,1123000000,동대문구,서울특별시 동대문구 장한로27가길 66 (장안동),28,29,02-2249-9980,2527
동작실버센터,A0347,(노인) 노인요양시설,노인의료복지시설,자치구,이재희,1159000000,동작구,서울특별시 동작구 노량진로32길 53 (본동),68,68,02-821-8600,6908
구립서초노인요양센터,A0368,(노인) 노인요양시설,노인의료복지시설,자치구,나종선,1165000000,서초구,서울특별시 서초구 남부순환로340길 21 (서초동 380-4),200,200,02-597-5008,6756
구립서초노인요양센터,A0386,(노인) 노인요양시설,노인의료복지시설,자치구,이민정,1165000000,서초구,서울특별시 서초구 남부순환로340길21,200,184,02-597-5008,6756
광림노인전문요양원,A0400,(노인) 노인요양시설,노인의료복지시설,자치구,홍종환,1168000000,강남구,강원 춘천시 서면 경춘로 771-79(서면),100,89,033-263-3995,24463
사랑의집,A0519,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김원태,1117000000,용산구,서울특별시 용산구 효창원로15길 24(산천동),9,8,02-715-9020,4357
청운노인복지센터,A0607,(노인) 노인요양시설,노인의료복지시설,자치구,손창숙,1159000000,동작구,서울특별시 동작구 국사봉1길 145(상도동),100,100,02-823-3833,156844
두엄자리,A0765,(노인) 노인요양시설,노인의료복지시설,자치구,김명화,1147000000,양천구,서울특별시 양천구 목동중앙남로16다길 6-13 (목동),22,21,02-2642-8267,7952
청운실버센터,A0937,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이지원,1111000000,종로구,서울특별시 종로구 자하문로28길 29 (청운동),9,9,02-730-4966,3047
시립중계노인전문요양원,A0974,(노인) 노인요양시설,노인의료복지시설,자치구,민동세,1135000000,노원구,서울특별시 노원구 섬밭로 313 (중계동),258,256,02-3399-7500,1771
시립서부노인전문요양센터,A1025,(노인) 노인요양시설,노인의료복지시설,자치구,이희근,1144000000,마포구,서울특별시 마포구 월드컵로36길 15 (성산동),270,270,02-376-0472,3937
중앙소규모요양시설,A1302,(노인) 노인요양시설,노인의료복지시설,자치구,박형준,1141000000,서대문구,서울특별시 서대문구 서소문로 43-49 (합동),24,24,02-362-9262,3741
남부실버요양원,A1307,(노인) 노인요양시설,노인의료복지시설,자치구,송평섭,1154500000,금천구,서울특별시 금천구 범안로12가길 59,28,27,02-804-1957,8602
순애노인전문요양원,A1310,(노인) 노인요양시설,노인의료복지시설,자치구,마민주,1129000000,성북구,경기 고양시 덕양구 고골길 178번길73(관산동),114,80,031-962-8360,10265
어르신이행복한세상요양센터01호,A1328,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박병택,1147000000,양천구,서울특별시 양천구 신월로 338원빌딩 2층,9,8,02-2646-3893,8086
한사랑실버케어요양원,A1515,(노인) 노인요양시설,노인의료복지시설,자치구,주광미,1123000000,동대문구,서울특별시 동대문구 장한로28길 56 (장안동),29,20,02-3394-4560,2524
자비의집,A1547,(노인) 노인요양시설,노인의료복지시설,자치구,허영숙,1138000000,은평구,서울특별시 은평구 서오릉로 30-17(녹번동),25,26,02-354-1116,3380
구립하계실버센터,A1703,(노인) 노인요양시설,노인의료복지시설,자치구,김민성,1135000000,노원구,서울특별시 노원구 한글비석로 4 (하계동),76,76,02-975-9555,1862
정성요양원,A1704,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김대경,1159000000,동작구,서울특별시 동작구 보라매로 89-0거성빌딩 6층,9,9,02-822-8636,7060
효림노인요양센터,A1723,(노인) 노인요양시설,노인의료복지시설,자치구,김동금,1141000000,서대문구,서울특별시 서대문구 경기대로9길 62 (충정로3가),21,21,02-313-5124,3746
호선실버센터,A1926,(노인) 노인요양시설,노인의료복지시설,자치구,배국원,1150000000,강서구,서울특별시 강서구 수명로2길 96-0,110,95,02-2662-6712,7636
강북노인전문요양원,A1945,(노인) 노인요양시설,노인의료복지시설,자치구,김응익,1130500000,강북구,서울특별시 강북구 삼양로92길 20(수유동),80,78,02-900-8957,1082
유자원,A2007,(노인) 노인요양시설,노인의료복지시설,자치구,장영실,1123000000,동대문구,서울특별시 동대문구 망우로 82 (휘경동),120,100,02-3394-5467,2500
시립동부노인전문요양센터,A2112,(노인) 노인요양시설,노인의료복지시설,자치구,곽금봉,1120000000,성동구,서울특별시 성동구 마장로23길 12 (홍익동),296,296,02-3407-2705,4706
정원치매노인요양센터,A2159,(노인) 노인요양시설,노인의료복지시설,자치구,이호석,1138000000,은평구,경기도 파주시 장지산로200번길 32-83(광탄면),168,148,031-943-7001,10954
청암노인요양원,A2214,(노인) 노인요양시설,노인의료복지시설,자치구,이성희,1171000000,송파구,서울특별시 송파구 성내천로 193 (마천동),70,70,02-443-4048,5745
정원노인요양원,A2215,(노인) 노인요양시설,노인의료복지시설,자치구,강혜식,1138000000,은평구,경기도 파주시 장지산로200번길 32-83(광탄면),112,96,031-942-8887,10954
서초성심노인복지센터,A2361,(노인) 노인요양시설,노인의료복지시설,자치구,오명숙,1165000000,서초구,서울특별시 서초구 반포대로22길 61 (서초동 1558-15),29,29,02-582-6004,6646
일광노인요양센터,A2412,(노인) 노인요양시설,노인의료복지시설,자치구,장성란,1129000000,성북구,서울특별시 성북구 보문로31길 70 (삼선동3가),29,24,02-742-0755,2863
청남노인요양공동생활가정,A2538,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,강경희,1159000000,동작구,서울특별시 동작구 강남초등8길 20-04층,9,9,02-566-6976,156830
사랑이있는집노인요양공동생활가정,A2912,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정문자,1121500000,광진구,서울특별시 광진구 용마산로8마길 7-10(중곡동),9,9,02-456-0775,4939
구립용산노인전문요양원,A2944,(노인) 노인요양시설,노인의료복지시설,자치구,김신희,1117000000,용산구,서울특별시 용산구 효창원로93길 51 (효창동),91,91,02-715-5540,4311
구립영등포노인케어센터,A3121,(노인) 노인요양시설,노인의료복지시설,자치구,이지은,1156000000,영등포구,서울특별시 영등포구 도림로 482,118,118,02-2637-3960,7296
남부실버요양센터 다솔관,A3370,(노인) 노인요양시설,노인의료복지시설,자치구,이경옥,1154500000,금천구,서울특별시 금천구 범안로12가길 59,63,63,02-804-1957,8602
아름다운실버홈,A3469,(노인) 노인요양시설,노인의료복지시설,자치구,박은영,1111000000,종로구,서울특별시 종로구 평창길 123 (평창동),16,16,02-394-0461,3002
성암장수마을,A3710,(노인) 노인요양시설,노인의료복지시설,자치구,황용규,1174000000,강동구,서울특별시 강동구 구천면로68길 46 (천호동),100,75,02-489-2081,5306
북악실버홈 (휴지중),A3980,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,손양순,1111000000,종로구,서울특별시 종로구 진흥로 493-6 (신영동),5,0,02-391-7936,3007
e-포근한 요양원,A3996,(노인) 노인요양시설,노인의료복지시설,자치구,황광민,1130500000,강북구,서울특별시 강북구 도봉로 266 (미아동),25,25,02-989-9987,1128
양천사랑마루,A4519,(노인) 노인요양시설,노인의료복지시설,자치구,이경복,1147000000,양천구,서울특별시 양천구 곰달래로6길 17-1 (신월동),41,40,02-2699-3275,7925
서울성모원 노인요양공동생활가정,A4555,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이희주,1156000000,영등포구,서울특별시 영등포구 대림로12가길 7-1,9,9,02-831-9311,7438
효노인복지센터,A4585,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,곽현숙,1130500000,강북구,서울특별시 강북구 오현로 194덕수빌딩 2층 (번동),9,9,02-984-0695,1224
봄날실버센터,A4600,(노인) 노인요양시설,노인의료복지시설,자치구,김미숙,1150000000,강서구,서울특별시 강서구 금낭화로 39봄날실버센터,42,42,02-2665-8057,7608
시니어스너싱홈,A4602,(노인) 노인요양시설,노인의료복지시설,자치구,김영채,1150000000,강서구,서울특별시 강서구 화곡로68길 102,56,56,02-3660-7630,7550
한마음노인전문요양원,A4615,(노인) 노인요양시설,노인의료복지시설,자치구,이은점,1150000000,강서구,서울특별시 강서구 초록마을로14길 44 (화곡동),26,14,02-2607-7315,7722
붓다마을,A4746,(노인) 노인요양시설,노인의료복지시설,자치구,강차남,1138000000,은평구,서울특별시 은평구 연서로48길 41 (진관동),271,284,02-3156-7500,3308
민영요양센터,A4788,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김표남,1130500000,강북구,"서울특별시 강북구 삼양로 184미아동, 유유빌딩5층",9,9,02-987-7600,1174
구립 역삼노인요양센터,A4918,(노인) 노인요양시설,노인의료복지시설,자치구,임상백,1168000000,강남구,서울특별시 강남구 도곡로27길 27 (역삼동),14,14,02-501-5684,6228
신목동노인복지센터,A4937,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정진화,1147000000,양천구,서울특별시 양천구 중앙로 291대지빌딩 5층,6,6,02-2698-6677,8028
로뎀노인요양공동생활가정,A4962,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정희선,1126000000,중랑구,서울특별시 중랑구 동일로169길 40 ,9,9,02-973-4404,2003
진각노인요양센터,A4976,(노인) 노인요양시설,노인의료복지시설,자치구,김상민,1129000000,성북구,서울특별시 성북구 화랑로13길 17진각노인요양센터 (하월곡동),120,124,02-942-0194,2748
시온노인요양원,A4997,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이수빈,1138000000,은평구,서울특별시 은평구 갈현로 270 인송빌딩  4층인송빌딩 4층,9,9,02-353-5847,3329
구립양천어르신요양센터,A5050,(노인) 노인요양시설,노인의료복지시설,자치구,이미연,1147000000,양천구,서울특별시 양천구 신월로 26 (신정동),80,80,02-2695-1620,8051
관악실버케어,A5072,(노인) 노인요양시설,노인의료복지시설,자치구,정윤성,1162000000,관악구,서울특별시 관악구 대학18길 34-7 (신림동),17,17,02-875-3114,8820
미래요양원2,A5092,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김종래,1156000000,영등포구,서울특별시 영등포구 대림로 88재상빌딩 402호,9,9,02-833-2306,7438
해피안,A5098,(노인) 노인요양시설,노인의료복지시설,자치구,김해숙,1138000000,은평구,서울특별시 은평구 연서로15길 27-2(구산동),21,21,02-385-0705,3411
백마요양원,A5194,(노인) 노인요양시설,노인의료복지시설,자치구,김주희,1129000000,성북구,서울특별시 성북구 종암로18길 14 (종암동),25,25,02-943-6090,2797
노원사랑요양원1,A5227,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,안경희,1135000000,노원구,서울특별시 노원구 동일로174길 44301호,9,9,02-977-2468,1849
도봉실버센터,A5266,(노인) 노인요양시설,노인의료복지시설,자치구,강병석,1132000000,도봉구,서울특별시 도봉구 시루봉로 133,119,119,02-955-6080,1316
굿모닝케어노인전문요양원,A5477,(노인) 노인요양시설,노인의료복지시설,자치구,신영식,1171000000,송파구,서울특별시 송파구 성내천로16길 17,49,49,02-401-5075,5742
므두셀라실버타운,A5485,(노인) 노인요양시설,노인의료복지시설,자치구,조용옥,1121500000,광진구,서울특별시 광진구 능동로 360 (중곡동),39,37,02-2201-8259,4921
주사랑노인종합복지센터,A5495,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박신광,1135000000,노원구,서울특별시 노원구 광운로 482층,9,9,02-943-7718,1894
한세노인복지센터,A5579,(노인) 노인요양시설,노인의료복지시설,자치구,황현옥,1126000000,중랑구,서울특별시 중랑구 신내로 50-53층,29,29,02-438-1020,2069
연궁너싱홈,A5673,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박옥규,1141000000,서대문구,서울특별시 서대문구 증가로 492층,9,7,02-323-4333,3702
예덕너싱홈,A5737,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,전유경,1147000000,양천구,서울특별시 양천구 중앙로 232해성산부인과 4층과 지하1층일부,9,9,02-2647-9620,8091
함춘요양원,A5846,(노인) 노인요양시설,노인의료복지시설,자치구,김진규,1165000000,서초구,서울특별시 서초구 논현로1길 13 (양재동 402-3),48,48,02-575-1850,6791
노원사랑요양원2,A5878,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김미경,1135000000,노원구,서울특별시 노원구 동일로174길 44302호,9,9,02-977-2468,1849
녹번실버,A6014,(노인) 노인요양시설,노인의료복지시설,자치구,김희자,1138000000,은평구,서울특별시 은평구 통일로57길 5-10(녹번동),13,13,02-389-7875,122827
온누리요양원,A6139,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김태선,1150000000,강서구,서울특별시 강서구 강서로5나길 743층,9,6,02-2692-8888,7776
구립송파노인요양센터,A6153,(노인) 노인요양시설,노인의료복지시설,자치구,권영미,1171000000,송파구,서울특별시 송파구 충민로 184,130,130,02-415-0056,5792
미성요양원,A6233,(노인) 노인요양시설,노인의료복지시설,자치구,권명희,1162000000,관악구,서울특별시 관악구 난곡로63가길 421.3층 (신림동),76,75,02-856-8009,8771
베스트그린요양원2호점,A6257,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정상우,1126000000,중랑구,서울특별시 중랑구 동일로 775그린프라자 6층,9,9,02-438-1601,2102
아름다운뜰안에요양원,A6344,(노인) 노인요양시설,노인의료복지시설,자치구,장현숙,1111000000,종로구,서울특별시 종로구 평창21길 70 (평창동),38,38,02-396-0461,3005
노원사랑요양원3,A6441,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정혜윤,1135000000,노원구,서울특별시 노원구 동일로174길 44201호,9,9,02-977-2487,1849
구립대치노인요양센터,A6499,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이은경,1168000000,강남구,서울특별시 강남구 역삼로69길 22,8,8,02-564-0108,6196
행복요양원,A6578,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김희라,1153000000,구로구,서울특별시 구로구 경인로23길 87층 (오류동)(오류동),9,9,02-855-4822,8268
법화노인요양원,A6634,(노인) 노인요양시설,노인의료복지시설,자치구,안영일,1162000000,관악구,서울특별시 관악구 법원단지길 153 (신림동),26,23,02-855-0202,8852
보라매요양원3호점,A6663,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이병란,1159000000,동작구,서울특별시 동작구 보라매로 88-088 (신대방동),9,9,02-811-0055,7053
늘편한요양센터2호,A7017,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이동욱,1174000000,강동구,"서울특별시 강동구 구천면로318, 2층 (천호동)",9,9,24743135,134600
실버캐슬,A7065,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정은주,1154500000,금천구,서울특별시 금천구 시흥대로 202대의빌딩 6층 (시흥동),9,9,02-805-0533,8629
거목실버홈,A7091,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이주영,1130500000,강북구,"서울특별시 강북구 한천로1160, 3층 (수유동)",9,9,29047782,1046
거목요양홈,A7092,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,홍미경,1130500000,강북구,"서울특별시 강북구 한천로1160, 3층 (수유동)",8,7,29047782,1046
금천구립사랑채요양원,A7132,(노인) 노인요양시설,노인의료복지시설,자치구,이찬우,1154500000,금천구,서울특별시 금천구 금하로 764-0,72,72,02-2068-7522,8645
맑은샘요양원,A7167,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이명금,1123000000,동대문구,"서울특별시 동대문구 한천로37길19, 2층 (답십리동, 창승빌딩 A동)",9,9,222442552,2535
노블케어스,A7187,(노인) 노인요양시설,노인의료복지시설,자치구,양태승,1138000000,은평구,서울특별시 은평구 응암로 353 (녹번동),170,165,02-391-0006,3458
수노인요양공동생활가정2호점,A7188,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이정희,1132000000,도봉구,"서울특별시 도봉구 도당로80, 5층 (방학동)",7,7,234946786,1342
선화요양원,A7202,(노인) 노인요양시설,노인의료복지시설,자치구,원창근,1150000000,강서구,서울특별시 강서구 등촌로 1833층 (등촌동),42,42,226551888,7668
두레노인요양원C,A7205,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,오성희,1126000000,중랑구,서울특별시 중랑구 신내로 45-0 해성빌딩 501호,9,9,222077500,2085
효심원 노인요양공동생활가정,A7231,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김응종,1114000000,중구,서울특별시 중구 청구로17길98 (신당동),9,9,02-2254-0833,4607
중앙실버노인요양공동생활가정,A7275,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박형준,1141000000,서대문구,서울특별시 서대문구 충정로4길5-25 (충정로3가),6,6,23629263,3741
참빛요양센터,A7284,(노인) 노인요양시설,노인의료복지시설,자치구,정윤석,1132000000,도봉구,"서울특별시 도봉구 도봉로141길 11(쌍문동, 참빛빌딩)",48,48,02-993-3889,1391
청화요양원,A7319,(노인) 노인요양시설,노인의료복지시설,자치구,박진양,1129000000,성북구,서울특별시 성북구 서경로 67 (정릉동),36,27,29422255,2716
샬렘요양원,A7352,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,장윤영,1144000000,마포구,"서울특별시 마포구 서강로1길12-6 (창전동, 6, 7층)",9,9,02-333-7599,4065
가원노인요양공동생활가정1호점,A7370,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,장윤영,1132000000,도봉구,"서울특별시 도봉구 방학로169, 5층 (방학동)",9,9,02-956-9882,1384
보문요양원,A7405,(노인) 노인요양시설,노인의료복지시설,자치구,한경민,1129000000,성북구,서울특별시 성북구 인촌로7길 322~5층 (안암동1가),29,26,02-960-1123,2850
세검정실버홈,A7412,(노인) 노인요양시설,노인의료복지시설,자치구,이창훈,1111000000,종로구,서울특별시 종로구 평창2길 5 (평창동),23,23,02-391-7936,3008
가원노인요양공동생활가정2호점,A7461,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김수현,1132000000,도봉구,"서울특별시 도봉구 방학로169, 4층 (방학동)",9,9,02-956-9882,1384
대림실버1 노인요양공동생활가정,A7466,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김판석,1156000000,영등포구,"서울특별시 영등포구 디지털로398, 2층 (대림동, 대성빌딩)",7,7,02-832-1107,7438
대림실버2노인요양공동생활가정,A7467,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,공복란,1156000000,영등포구,"서울특별시 영등포구 디지털로398, 5층 (대림동, 대성빌딩)",7,7,02-849-8775,7438
케어콜요양원,A7494,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박연숙,1150000000,강서구,"서울특별시 강서구 강서로5나길74, 4층 (화곡동)",9,0,02-2692-8888,7776
늘푸른요양원2호점,A7506,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박찬옥,1126000000,중랑구,"서울특별시 중랑구 용마산로488, 3층 (망우동, 유진빌딩)",9,9,24320410,2182
은천요양원,A7545,(노인) 노인요양시설,노인의료복지시설,자치구,이병만,1123000000,동대문구,서울특별시 동대문구 장한로27가길53 (장안동),46,30,070-4735-6845,2527
미소들실버케어센터,A7599,(노인) 노인요양시설,노인의료복지시설,자치구,김금자,1153000000,구로구,서울특별시 구로구 고척로21나길 88-41 (개봉동),75,75,220679021,8250
노블타운요양원,A7600,(노인) 노인요양시설,노인의료복지시설,자치구,조항진,1138000000,은평구,서울특별시 은평구 서오릉로 35 (녹번동),99,93,02-387-2200,3459
도봉효드림요양원,A7601,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,진명순,1132000000,도봉구,"서울특별시 도봉구 마들로13길175, 6층 (창동)",9,9,02-900-5151,1411
서울숲 요양원,A7609,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박윤희,1120000000,성동구,"서울특별시 성동구 뚝섬로401-2, 4층 (성수동2가)",9,9,02-6204-7227,4784
구로푸른요양원,A7619,(노인) 노인요양시설,노인의료복지시설,자치구,김연주,1153000000,구로구,서울특별시 구로구 개봉로3길 9 (개봉동),99,83,02-1544-6572,8353
수요양원,A7625,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,최진,1135000000,노원구,"서울특별시 노원구 동일로237다길16, 3층 (상계동)",9,7,02-936-1231,1611
보눔케어요양원,A7650,(노인) 노인요양시설,노인의료복지시설,자치구,유진숙,1171000000,송파구,서울특별시 송파구 가락로 27 (석촌동),110,110,24133275,5691
광진소규모요양시설,A7670,(노인) 노인요양시설,노인의료복지시설,자치구,오병지,1121500000,광진구,서울특별시 광진구 자양로51길 11-25 (구의동),29,28,02-499-1515,4955
거목노인요양원,A7751,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김서연,1130500000,강북구,서울특별시 강북구 한천로 1160 (수유동),9,9,02-904-7782,1046
한마음너싱홈,A7758,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김은자,1120000000,성동구,서울특별시 성동구 용답중앙길 91 (용답동),9,9,02-2215-0174,4805
신목행복자리어르신요양센터,A7908,(노인) 노인요양시설,노인의료복지시설,자치구,박지은,1147000000,양천구,"서울특별시 양천구 신목로 10현대아파트 단지 내 106동 앞 (신정동, 목동현대아파트)",21,21,02-2643-6645,8008
남산실버복지센터,A7928,(노인) 노인요양시설,노인의료복지시설,자치구,박창남,1114000000,중구,서울특별시 중구 동호로5길 189 (신당동),14,14,02-2238-9941,4595
(주)도봉늘푸른요양원,A7929,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김다희,1132000000,도봉구,서울특별시 도봉구 방학로 115-03층,9,9,02-3492-0550,132849
행복한집,A7965,(노인) 노인요양시설,노인의료복지시설,자치구,문명희,1150000000,강서구,서울특별시 강서구 개화동로11길 3-12,25,25,02-2662-1815,7504
그랜드너싱홈,A8007,(노인) 노인요양시설,노인의료복지시설,자치구,조규영,1174000000,강동구,서울특별시 강동구 양재대로 1465마루홈타운 301호 (길동),20,19,02-472-0998,5353
길음안나의집 노인전문요양원,A8008,(노인) 노인요양시설,노인의료복지시설,자치구,김옥경,1129000000,성북구,서울특별시 성북구 길음로9길 46 (길음동),60,62,02-940-3500,2721
나이팅게일너싱홈,A8012,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김나경,1147000000,양천구,서울특별시 양천구 오목로 22뉴스타빌딩 202호,9,9,02-2602-6677,8029
보람의집,A8046,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,유도원,1147000000,양천구,서울특별시 양천구 목동로23길 34205호,9,9,02-2605-1666,158856
광진한울촌노인요양시설,A8052,(노인) 노인요양시설,노인의료복지시설,자치구,이태화,1121500000,광진구,서울특별시 광진구 군자로 79,93,93,02-464-4511,5002
정성노인요양원,A8080,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,배태옥,1159000000,동작구,서울특별시 동작구 보라매로 89거성빌딩 5층,9,9,02-822-8636,7060
시립송파노인전문요양원,A8127,(노인) 노인요양시설,노인의료복지시설,자치구,김나현,1171000000,송파구,서울특별시 송파구 백제고분로32길 37,93,93,02-2202-9179,5598
부모섬김노인요양원,A8156,(노인) 노인요양시설,노인의료복지시설,자치구,천정용,1129000000,성북구,서울특별시 성북구 오패산로 98로만프라자 3층 (하월곡동),29,30,02-941-8890,2741
홍은노인요양시설,A8158,(노인) 노인요양시설,노인의료복지시설,자치구,백영수,1141000000,서대문구,서울특별시 서대문구 홍은중앙로9길 21 (홍은동),21,21,02-391-1355,3602
한보리노인요양센타,A8188,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,최설희,1162000000,관악구,서울특별시 관악구 난향길 5태성빌딩 3층,9,9,02-830-0678,8859
로뎀복지요양원,A8214,(노인) 노인요양시설,노인의료복지시설,자치구,이제숙,1154500000,금천구,서울특별시 금천구 시흥대로59길 20,37,37,02-802-9012,8632
흰돌장기요양센터1호점,A8240,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,기용우,1174000000,강동구,서울특별시 강동구 구천면로 323개나리프라자 6층,9,9,02-481-6562,5265
실버캐슬요양센터,A8276,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김천미,1154500000,금천구,서울특별시 금천구 시흥대로 202대의빌딩 6층,9,9,02-805-0533,153858
관악노인종합사회복지관 병설 관악치매전문요양센터,A8318,(노인) 노인요양시설,노인의료복지시설,자치구,정정희,1162000000,관악구,서울특별시 관악구 보라매로 35 (봉천동),,,02-888-6958,8708
노원효사랑요양원,A8322,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,조미옥,1135000000,노원구,서울특별시 노원구 동일로173가길 37선석빌딩 4층,7,7,02-979-3225,1859
청담노인복지센터,A8326,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,유지훈,1154500000,금천구,서울특별시 금천구 금하로29길 36금하로 29길 36,8,9,070-4680-2461,8656
임원요양원,A8356,(노인) 노인요양시설,노인의료복지시설,자치구,최유리,1154500000,금천구,서울특별시 금천구 독산로 359 (독산동),74,75,02-852-1153,8537
백산실버홈,A8357,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,전윤서,1141000000,서대문구,서울특별시 서대문구 모래내로 285현대빌딩 4층,9,8,02-307-7796,3663
마포노인복지센터,A8371,(노인) 노인요양시설,노인의료복지시설,자치구,한승훈,1144000000,마포구,서울특별시 마포구 만리재옛12길 6-2 (공덕동),14,14,02-712-3633,4208
성심복지센터,A8452,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,고창근,1123000000,동대문구,서울특별시 동대문구 망우로 122-14층,9,9,02-2243-2303,2501
은파요양원,A8463,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김여영,1123000000,동대문구,서울특별시 동대문구 한천로 77일신빌딩 3층,9,9,02-2212-3712,2611
은나무요양원,A8464,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,곽상원,1123000000,동대문구,서울특별시 동대문구 한천로 77일신빌딩 3층,9,4,02-2212-3712,2611
로뎀요양원,A8532,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,서일선,1138000000,은평구,서울특별시 은평구 통일로72길 31(불광동),8,8,02-357-6113,3351
금호노인요양원,A8551,(노인) 노인요양시설,노인의료복지시설,자치구,한향율,1120000000,성동구,서울특별시 성동구 금호로 45정은타워 2층 (금호동4가),46,46,02-2294-3515,4737
한사랑실버센터2호점,A8562,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이춘석,1174000000,강동구,서울특별시 강동구 양재대로 14946층 602호,9,9,02-482-6400,5343
